ID,address,price,info,city,state,,
966,"Hazelwood Plan, Stillwater on Lake Houston 70s","573,990","5 bds4 ba5,148 sqft",Houston,TX,,
967,"5367 La Jolla Blvd UNIT 59, La Jolla, CA
													92037","570,000","
1 bd
1 ba
830 sqft
",San Diego,CA,,
968,"13327 Mahonia Pl NE, Redmond, WA 98053
												","569,000","
2 bds
2 ba
1,300 sqft
",Redmond,WA,,
969,"912 Chadwick Dr, Richardson, TX 75080
												","568,000","
4 bds
4 ba
3,766 sqft
",Richardson,TX,,
970,"820 21st St, Oakland, CA 94607","565,000","
2 bds
1 ba
1,033 sqft
",Oakland,CA,,
971,"512 Austin St, Downers Grove, IL 60515
												","564,000","
4 bds
2 ba
2,500 sqft
",Downers Grove,IL,,
972,"4910 King St, Denver, CO 80221","560,000","
3 bds
2 ba
1,430 sqft
",Denver,CO,,
973,"212 N Valley St UNIT 15, Burbank, CA
													91505","560,000","
2 bds
2 ba
1,258 sqft
",Burbank,CA,,
974,"5409 Emerald Park Blvd, Arlington, TX
													76017","560,000","
3 bds
3 ba
3,513 sqft
",Arlington,TX,,
975,"12620 Fiorenza Ln UNIT 230, San Diego,
													CA 92128","559,000","
2 bds
2 ba
1,148 sqft
",San Diego,CA,,
976,"88 S 900 E SUITE 205, Salt Lake City, UT
													84102","559,000","
2 bds
2 ba
1,914 sqft
",Salt Lake City,UT,,
977,"7185 S Penrose Ct, Centennial, CO 80122
												","559,000","
4 bds
3 ba
2,454 sqft
",Centennial,CO,,
978,"Winfield Plan, Viridian","558,990","
4 bds
4 ba
2,836 sqft
",Arlington,TX,,
979,"310 E 11th Ave N, Salt Lake City, UT
													84103","556,000","
3 bds
2 ba
2,002 sqft
",Salt Lake City,UT,,
980,"Plan 220 Plan, Royal Oak Estates
												","555,990","
4 bds
3 ba
3,264 sqft
",San Antonio,TX,,
981,"332 Newark Ave #2C, Jersey City, NJ
													07302","555,000","
1 bd
1 ba
695 sqft
",Jersey City,NJ,,
982,"1711 E Olive Way APT 112, Seattle, WA
													98102","555,000","
2 bds
1 ba
807 sqft
",Seattle,WA,,
983,"7180 E Kierland Blvd #1104, Scottsdale,
													AZ","554,000","
1 bd
1 ba
776 sqft
",Scottsdale,AZ,,
984,"50 E 16th St UNIT 1401, Chicago, IL 60616","550,000","2 bds2 ba1,880 sqft",Chicago,IL,,
985,"855 Silvergate Dr, Houston, TX 77079","550,000","4 bds3 ba3,012 sqft",Houston,TX,,
986,"42 Ravine Ave, Jersey City, NJ 07307
												","550,000","
5 bds
2 ba
1,824 sqft
",Jersey City,NJ,,
987,"5833 Gallant Fox Ln, Plano, TX 75093
												","550,000","
4 bds
3 ba
3,078 sqft
",Plano,TX,,
988,"236 E 9th Ave, Salt Lake City, UT 84103
												","550,000","
3 bds
2 ba
2,595 sqft
",Salt Lake City,UT,,
989,"7097 S Cook Ct, Centennial, CO 80122
												","550,000","
4 bds
3 ba
2,412 sqft
",Centennial,CO,,
990,"5628 Crowndale Dr, Plano, TX 75093
												","549,900","
4 bds
3.1 ba
3,365 sqft
",Plano,TX,,
991,"325 W Lookout Dr, Richardson, TX 75080
												","549,900","
4 bds
3 ba
2,178 sqft
",Richardson,TX,,
992,"105 Manton St, Philadelphia, PA 19147
												","549,000","
3 bds
3 ba
2,298 sqft
",Philadelphia,PA,,
993,"77 Hudson St APT 1513, Jersey City, NJ
													07302","549,000","
Studio
1 ba
561 sqft
",Jersey City,NJ,,
994,"1905 Harrington Dr, Plano, TX 75075
												","549,000","
4 bds
4 ba
3,217 sqft
",Plano,TX,,
995,"845 E Bryan Ave, Salt Lake City, UT
													84105","549,000","
4 bds
2 ba
2,512 sqft
",Salt Lake City,UT,,
996,"770 W Imperial Ave UNIT 40, El Segundo,
													CA 90245","549,000","
2 bds
3 ba
1,005 sqft
",El-Segundo,CA,,
997,"1750 E Ocean Blvd UNIT 704, Long Beach,
													CA 90802","549,000","
1 bd
1 ba
632 sqft
",Long Beach,CA,,
998,"620 E Angeleno Ave APT B, Burbank, CA
													91501","549,000","
2 bds
3 ba
1,427 sqft
",Burbank,CA,,
999,"230 Bethany Rd APT 108, Burbank, CA
													91504","549,000","
2 bds
2 ba
1,043 sqft
",Burbank,CA,,
1000,"20583 E Maplewood Ln, Centennial, CO
													80016","549,000","
4 bds
4 ba
3,363 sqft
",Centennial,CO,,
1001,"2100 E 2nd St UNIT 308, Long Beach, CA
													90803","546,000","
2 bds
2 ba
1,148 sqft
",Long Beach,CA,,
1002,"911 Cityscape Dr, Charlotte, NC 28205","545,000","3 bds4 ba1,876 sqft",Charlotte,NC,,
1003,"6306 Coppage St, Houston, TX 77007","540,000","2 bds3 ba2,262 sqft",Houston,TX,,
1004,"7008 Stinnett Dr, Plano, TX 75024
												","539,981","
3 bds
3 ba
3,360 sqft
",Plano,TX,,
1005,"2510 Torrey Pines Rd UNIT 411, La Jolla,
													CA 92037","539,900","
2 bds
1 ba
894 sqft
",San Diego,CA,,
1006,"6959 Battle Creek Rd, Fort Worth, TX
													76116","535,500","
4 bds
3 ba
2,721 sqft
",Fort Worth,TX,,
1007,"12 Harpers Ferry Dr, Richardson, TX
													75080","535,000","
4 bds
3 ba
2,851 sqft
",Richardson,TX,,
1008,"6120 Lemon Ave, Long Beach, CA 90805
												","533,000","
2 bds
1 ba
1,288 sqft
",Long Beach,CA,,
1009,"13723 Greenwood Ln S, Houston, TX 77044","529,900","5 bds5 ba4,600 sqft",Houston,TX,,
1010,"10322 Wolftrap Dr, Austin, TX 78749","529,000","4 bds3 ba3,515 sqft",Austin,TX,,
1011,"904 Peninsula Ave APT 202, San Mateo, CA
													94401","529,000","
Studio
1 ba
492 sqft
",San Mateo,CA,,
1012,"7137 E Rancho Vista Dr UNIT 3010,
													Scottsdale, AZ 85251","529,000","
2 bds
2 ba
1,260 sqft
",Scottsdale,AZ,,
1013,"212 Frio Dr, Irving, TX 75039","526,500","
3 bds
3 ba
2,960 sqft
",Irving,TX,,
1014,"9514 Rocky Branch Dr, Dallas, TX 75243
												","525,000","
4 bds
4 ba
3,035 sqft
",Dallas,TX,,
1015,"2752 Beatrice St, San Diego, CA 92139
												","525,000","
3 bds
2 ba
1,157 sqft
",San Diego,CA,,
1016,"232 Terrace Ave, Jersey City, NJ 07307
												","525,000","
2 bds
3 ba
1,670 sqft
",Jersey City,NJ,,
1017,"8780 S Los Feliz Dr, Tempe, AZ 85284
												","525,000","
4 bds
2.5 ba
2,626 sqft
",Tempe,AZ,,
1018,"2709 SW Sylvan Heights Dr, Seattle, WA
													98106","525,000","
2 bds
2.25 ba
1,550 sqft
",Seattle,WA,,
1019,"9638 D St, Oakland, CA 94603","525,000","
3 bds
2 ba
1,012 sqft
",Oakland,CA,,
1020,"10363 E Caribbean Ln, Scottsdale, AZ
													85255","525,000","
4 bds
2 ba
1,837 sqft
",Scottsdale,AZ,,
1021,"4805 Linscott Ave, Downers Grove, IL
													60515","525,000","
4 bds
2 ba
2,900 sqft
",Downers Grove,IL,,
1022,"Bluebird Plan, Paradise Ridge","524,990","
4 bds
3 ba
2,025 sqft
",Phoenix,AZ,,
1023,"2603 Bridle Brook Way #4, Charlotte, NC 28270","524,900","4 bds4 ba3,100 sqft",Charlotte,NC,,
1024,"9870 S La Rosa Dr, Tempe, AZ 85284
												","524,000","
4 bds
2.5 ba
3,238 sqft
",Tempe,AZ,,
1025,"4251 E Dickenson Pl, Denver, CO 80222
												","519,000","
5 bds
2 ba
2,050 sqft
",Denver,CO,,
1026,"2381 E Blaine Cir S, Salt Lake City, UT
													84108","519,000","
4 bds
3 ba
2,592 sqft
",Salt Lake City,UT,,
1027,"333 W Alameda Ave, Burbank, CA 91506
												","519,000","
2 bds
2 ba
939 sqft
",Burbank,CA,,
1028,"6795 S Albion St, Centennial, CO 80122
												","519,000","
5 bds
2 ba
2,212 sqft
",Centennial,CO,,
1029,"1195 Bryden Rd, Columbus, OH 43205
												","515,000","
Studio
-- ba
1,420 sqft
",Columbus,OH,,
1030,"845 N Humboldt St APT 301, San Mateo, CA
													94401","515,000","
Studio
1 ba
504 sqft
",San Mateo,CA,,
1031,"2464 Cathedral Dr, Richardson, TX 75080
												","515,000","
4 bds
3 ba
2,279 sqft
",Richardson,TX,,
1032,"12510 Carmel Creek Rd UNIT 189, San
													Diego, CA 92130","510,000","
2 bds
2 ba
864 sqft
",San Diego,CA,,
1033,"501 Lonesome Trl, Haslet, TX 76052
												","510,000","
4 bds
3 ba
2,896 sqft
",Fort Worth,TX,,
1034,"1222 E Stephens Dr, Tempe, AZ 85283
												","509,900","
4 bds
3 ba
2,354 sqft
",Tempe,AZ,,
1035,"15264 N 102nd St, Scottsdale, AZ 85255
												","509,900","
3 bds
2 ba
1,451 sqft
",Scottsdale,AZ,,
1036,"2263 E Saguaro Park Ln, Phoenix, AZ
												","507,265","
4 bds
3 ba
2,025 sqft
",Phoenix,AZ,,
1037,"Woodward Plan, Hobson Hill","504,990","
4 bds
3 ba
2,996 sqft
",Downers Grove,IL,,
1038,"6022 E Hillery Dr, Scottsdale, AZ 85254
												","500,000","
4 bds
2 ba
2,522 sqft
",Phoenix,AZ,,
1039,"331 E Hullett St, Long Beach, CA 90805
												","500,000","
2 bds
2 ba
928 sqft
",Long Beach,CA,,
1040,"576 N Bellflower Blvd UNIT 139, Long
													Beach, CA 90814","500,000","
2 bds
2 ba
1,028 sqft
",Long Beach,CA,,
1041,"15076 E Pinewood Pl, Centennial, CO
													80016","500,000","
1 acre lot
",Centennial,CO,,
1042,"10085 Chester Lake Rd E, Jacksonville,
													FL 32256","500,000","
4 bds
3 ba
2,621 sqft
",Jacksonville,FL,,
1043,"241 Deerwood Dr, San Antonio, TX 78209
												","499,999","
8 bds
4 ba
3,960 sqft
",San Antonio,TX,,
1044,"194 Delaware Ave, Jersey City, NJ 07306
												","499,999","
5 bds
3 ba
1,700 sqft
",Jersey City,NJ,,
1045,"5779 S Hannibal Way, Centennial, CO
													80015","499,999","
5 bds
4 ba
2,892 sqft
",Centennial,CO,,
1046,"25 Fulton Ave, Jersey City, NJ 07305
												","499,900","
6 bds
2 ba
950 sqft
",Jersey City,NJ,,
1047,"5838 Broadway St, Indianapolis, IN 46220
												","499,900","
6 bds
4 ba
5,064 sqft
",Indianapolis,IN,,
1048,"5616 Plymouth St, Downers Grove, IL
													60516","499,900","
3 bds
3 ba
1,700 sqft
",Downers Grove,IL,,
1049,"9709 Mcknight Loop UNIT 32, Austin, TX 78717","499,000","3 bds3 ba2,615 sqft",Austin,TX,,
1050,"3922 Manzanita Dr, San Diego, CA 92105
												","499,000","
2 bds
2 ba
1,200 sqft
",San Diego,CA,,
1051,"530 K St UNIT 1117, San Diego, CA 92101
												","499,000","
1 bd
1 ba
661 sqft
",San Diego,CA,,
1052,"1905 101st Ave, Oakland, CA 94603
												","499,000","
3 bds
1 ba
997 sqft
",Oakland,CA,,
1053,"6237 Avenal Ave, Oakland, CA 94605
												","499,000","
3 bds
1 ba
1,034 sqft
",Oakland,CA,,
1054,"1124 63rd St, Emeryville, CA 94608
												","499,000","
Studio
3 ba
1,700 sqft
",Oakland,CA,,
1055,"2700 79th Ave, Oakland, CA 94605
												","499,000","
4 bds
2 ba
1,338 sqft
",Oakland,CA,,
1056,"13116 N 136th Pl LOT 3, Scottsdale, AZ
													85259","499,000","
2.15 acres lot
",Scottsdale,AZ,,
1057,"6734 Fairview Ave, Downers Grove, IL
													60516","497,000","
4 bds
4 ba
3,033 sqft
",Downers Grove,IL,,
1058,"2002 Payne Ave, Austin, TX 78757","495,000","7,056 sqft lot",Austin,TX,,
1059,"5744 N 16th Pl, Phoenix, AZ 85016
												","495,000","
2 bds
2 ba
1,540 sqft
",Phoenix,AZ,,
1060,"3222 Glendora Dr APT 101, San Mateo, CA
													94403","495,000","
Studio
1 ba
435 sqft
",San Mateo,CA,,
1061,"23869 NE 112th Cir #2, Redmond, WA 98053
												","495,000","
2 bds
2 ba
1,162 sqft
",Redmond,WA,,
1062,"Everett Plan, Hobson Hill","490,990","
4 bds
3 ba
2,984 sqft
",Downers Grove,IL,,
1063,"7405 Charmant Dr #2230, San Diego, CA
													92122","489,999","
2 bds
2 ba
934 sqft
",San Diego,CA,,
1064,"5483 S Dunkirk Way, Centennial, CO 80015
												","489,500","
4 bds
4 ba
3,213 sqft
",Centennial,CO,,
1065,"2155 E Nichols Dr, Centennial, CO 80122
												","489,500","
3 bds
2 ba
2,248 sqft
",Centennial,CO,,
1066,"8120 Weiss Ave, Plano, TX 75025
												","489,000","
4 bds
4 ba
3,564 sqft
",Plano,TX,,
1067,"500 Throckmorton St APT 3007, Fort
													Worth, TX 76102","489,000","
2 bds
2 ba
1,175 sqft
",Fort Worth,TX,,
1068,"13100 New Boston Bnd, Austin, TX 78729","479,900","4 bds3 ba2,259 sqft",Austin,TX,,
1069,"4750 Noyes St APT 218, San Diego, CA
													92109","479,900","
2 bds
1 ba
800 sqft
",San Diego,CA,,
1070,"21075 E Crestline Pl, Centennial, CO
													80015","479,900","
6 bds
4 ba
3,239 sqft
",Centennial,CO,,
1071,"700 E Ocean Blvd UNIT 1203, Long Beach,
													CA 90802","479,000","
1 bd
2 ba
880 sqft
",Long Beach,CA,,
1072,"Boardwalk Plan, Hobson Hill","475,990","
4 bds
3 ba
2,662 sqft
",Downers Grove,IL,,
1073,"5056 S Woodlawn Ave #1, Chicago, IL 60615","475,000","5 bds3 ba3,300 sqft",Chicago,IL,,
1074,"8724 Calistoga Springs Way, Plano, TX
													75024","475,000","
4 bds
4 ba
3,510 sqft
",Plano,TX,,
1075,"9214 Oleander Way, Irving, TX 75063
												","475,000","
4 bds
4 ba
3,458 sqft
",Irving,TX,,
1076,"240 W Verdugo Ave APT V, Burbank, CA
													91502","475,000","
2 bds
2 ba
901 sqft
",Burbank,CA,,
1077,"240 Woodcrest Dr, Richardson, TX 75080
												","475,000","
3 bds
3 ba
2,636 sqft
",Richardson,TX,,
1078,"145 Dupre Ave, Norfolk, VA 23503
												","475,000","
12 bds
7 ba
5,575 sqft
",Norfolk,VA,,
1079,"17408 NE 45th St APT 173, Redmond, WA
													98052","475,000","
3 bds
2 ba
1,542 sqft
",Redmond,WA,,
1080,"1104 Marcy St #D, Austin, TX 78745","469,900","2 bds2 ba1,096 sqft",Austin,TX,,
1081,"1702 W Frier Dr, Phoenix, AZ 85021
												","469,900","
3 bds
2 ba
1,775 sqft
",Phoenix,AZ,,
1082,"1866 E Alameda Dr, Tempe, AZ 85282
												","469,900","
4 bds
2 ba
1,781 sqft
",Tempe,AZ,,
1083,"16871 E Prentice Cir, Centennial, CO
													80015","469,900","
5 bds
4 ba
2,230 sqft
",Centennial,CO,,
1084,"7130 Shoreline Dr #1201, San Diego, CA
													92122","469,000","
2 bds
2 ba
848 sqft
",San Diego,CA,,
1085,"268 Ege Ave, Jersey City, NJ 07304
												","469,000","
4 bds
2 ba
1,800 sqft
",Jersey City,NJ,,
1086,"473 E 59th St, Long Beach, CA 90805
												","469,000","
3 bds
1 ba
1,185 sqft
",Long Beach,CA,,
1087,"6910 Coachella Ave, Long Beach, CA 90805
												","469,000","
3 bds
1 ba
1,010 sqft
",Long Beach,CA,,
1088,"1085 Tasman Dr SPC 774, Sunnyvale, CA
													94089","469,000","
3 bds
2 ba
1,794 sqft
",Sunnyvale,CA,,
1089,"8448 E Homestead Cir #153, Scottsdale,
													AZ 85266","469,000","
1.15 acres lot
",Scottsdale,AZ,,
1090,"9166 E Laurel Ln, Scottsdale, AZ 85260
												","468,888","
4 bds
2.5 ba
1,936 sqft
",Scottsdale,AZ,,
1091,"2330 E Questa Dr, Phoenix, AZ","468,815","
3 bds
2 ba
1,712 sqft
",Phoenix,AZ,,
1092,"103 E Santa Cruz Dr, Tempe, AZ 85282
												","468,000","
3 bds
3 ba
3,258 sqft
",Tempe,AZ,,
1093,"Fifth Avenue Plan, Hobson Hill","465,990","
3 bds
3 ba
2,426 sqft
",Downers Grove,IL,,
1094,"5230 S University Ave UNIT O, Chicago, IL 60615","465,000","3 bds3 ba1,765 sqft",Chicago,IL,,
1095,"8005 Siringo Pass, Austin, TX 78749","465,000","3 bds3 ba2,328 sqft",Austin,TX,,
1096,"1620 S 7th St, Philadelphia, PA 19148
												","465,000","
Studio
-- ba
1,680 sqft
",Philadelphia,PA,,
1097,"8101 Fountain Springs Dr, Plano, TX
													75025","465,000","
5 bds
4 ba
3,475 sqft
",Plano,TX,,
1098,"1520 Janwood Dr, Plano, TX 75075
												","465,000","
5 bds
5 ba
3,000 sqft
",Plano,TX,,
1099,"5223 Weiss Ln, Irving, TX 75039
												","465,000","
3 bds
4 ba
2,069 sqft
",Irving,TX,,
1100,"5003 Wareham Dr, Arlington, TX 76017
												","465,000","
4 bds
4 ba
3,415 sqft
",Arlington,TX,,
1101,"7349 S Tamarac Ct, Centennial, CO 80112
												","465,000","
3 bds
3 ba
2,086 sqft
",Centennial,CO,,
1102,"23 Wegman Pkwy, Jersey City, NJ 07305
												","460,000","
7 bds
3 ba
2,392 sqft
",Jersey City,NJ,,
1103,"4405 Thousand Oaks Dr, Arlington, TX
													76017","460,000","
4 bds
3 ba
2,582 sqft
",Arlington,TX,,
1104,"1455 Westover Ave, Norfolk, VA 23507
												","460,000","
3 bds
3 ba
2,000 sqft
",Norfolk,VA,,
1105,"3742 Matador Dr, Dallas, TX 75220
												","459,999","
3 bds
2 ba
1,706 sqft
",Dallas,TX,,
1106,"5210 Premiere Hills Cir APT 120, Woodland Hills, CA 91364","459,900",1 bd1 ba788 sqft,Los Angeles,CA,,
1107,"428 Bedford Dr, Richardson, TX 75080
												","459,900","
4 bds
4 ba
2,789 sqft
",Richardson,TX,,
1108,"7117 E Rancho Vista Dr UNIT 3004,
													Scottsdale, AZ 85251","459,900","
2 bds
2 ba
1,062 sqft
",Scottsdale,AZ,,
1109,"40 Thorne St #2, Jersey City, NJ 07307
												","459,000","
2 bds
2 ba
765 sqft
",Jersey City,NJ,,
1110,"221 E 27th St, Houston, TX 77008","457,500","3 bds4 ba2,209 sqft",Houston,TX,,
1111,"433 Pine Ave #202, Long Beach, CA 90802
												","457,000","
Studio
1 ba
1,135 sqft
",Long Beach,CA,,
1112,"2146 E Electra Ln, Phoenix, AZ 85024
												","455,000","
4 bds
2 ba
1,970 sqft
",Phoenix,AZ,,
1113,"Residence One Plan, Hudson East
												","455,000","
3 bds
3 ba
1,790 sqft
",Scottsdale,AZ,,
1114,"1940 Rayburn Ct, Irving, TX 75062
												","454,900","
4 bds
4 ba
2,958 sqft
",Irving,TX,,
1115,"101 Decker Dr #902, Irving, TX 75062
												","453,900","
2 bds
2.1 ba
1,909 sqft
",Irving,TX,,
1116,"885 E Briarwood Cir S, Centennial, CO
													80122","450,306","
3 bds
-- ba
1,868 sqft
",Centennial,CO,,
1117,"1655 E Carmen St, Tempe, AZ 85283
												","450,000","
5 bds
2 ba
2,164 sqft
",Tempe,AZ,,
1118,"2900 Wingren Rd, Irving, TX 75062
												","450,000","
4 bds
3 ba
3,001 sqft
",Irving,TX,,
1119,"1033 S Lake St, Salt Lake City, UT 84105
												","450,000","
2 bds
1 ba
1,941 sqft
",Salt Lake City,UT,,
1120,"455 E Ocean Blvd APT 201, Long Beach, CA
													90802","450,000","
1 bd
1 ba
981 sqft
",Long Beach,CA,,
1121,"335 E Hullett St, Long Beach, CA 90805
												","450,000","
2 bds
2 ba
848 sqft
",Long Beach,CA,,
1122,"19890 E Tufts Dr, Centennial, CO 80015
												","450,000","
6 bds
4 ba
4,141 sqft
",Centennial,CO,,
1123,"8446 Mesic Ct, Indianapolis, IN 46278
												","450,000","
4 bds
3 ba
5,594 sqft
",Indianapolis,IN,,
1124,"2318 60th St, Downers Grove, IL 60516
												","450,000","
4 bds
3 ba
2,321 sqft
",Downers Grove,IL,,
1125,"25938 NE 32nd St, Redmond, WA 98053
												","450,000","
1.51 acres lot
",Redmond,WA,,
1126,"6788 138th Ave NE APT 625, Redmond, WA
													98052","450,000","
2 bds
2 ba
1,048 sqft
",Redmond,WA,,
1127,"200 Pistachio Cir, Irving, TX 75063
												","449,990","
4 bds
3 ba
3,189 sqft
",Irving,TX,,
1128,"1855 S 300 E, Salt Lake City, UT 84115
												","449,900","
3 bds
2 ba
1,960 sqft
",Salt Lake City,UT,,
1129,"4405 Taylor Ln, Richardson, TX 75082
												","449,900","
4 bds
3 ba
2,652 sqft
",Richardson,TX,,
1130,"Ranger Plan 2 Plan, Ranger at Avance
												","449,000","
3 bds
2 ba
2,513 sqft
",Phoenix,AZ,,
1131,"2013 Garden Park Ct, Richardson, TX
													75080","449,000","
3 bds
2.1 ba
2,512 sqft
",Richardson,TX,,
1132,"152 W Ellsworth Ave, Denver, CO 80223
												","445,000","
3 bds
1 ba
983 sqft
",Denver,CO,,
1133,"7717 S La Rosa Dr, Tempe, AZ 85284
												","445,000","
3 bds
2 ba
1,910 sqft
",Tempe,AZ,,
1134,"2911 2nd Ave UNIT 516, Seattle, WA 98121
												","445,000","
1 bd
1 ba
603 sqft
",Seattle,WA,,
1135,"904 40th St, Oakland, CA 94608","445,000","
2 bds
1 ba
783 sqft
",Oakland,CA,,
1136,"3105 Spring Grove Dr, Plano, TX 75025
												","440,000","
4 bds
3 ba
3,043 sqft
",Plano,TX,,
1137,"801 Fontaine Ave, Norfolk, VA 23502
												","440,000","
4 bds
3 ba
2,415 sqft
",Norfolk,VA,,
1138,"533 W 17th St, Tempe, AZ 85281","439,900","
3 bds
2 ba
1,456 sqft
",Tempe,AZ,,
1139,"3314 Parkhurst Ln, Richardson, TX 75082
												","439,900","
5 bds
4 ba
3,515 sqft
",Richardson,TX,,
1140,"7350 Ruthven Rd, Norfolk, VA 23505
												","439,900","
6 bds
3 ba
4,224 sqft
",Norfolk,VA,,
1141,"2077 E Alameda Dr, Tempe, AZ 85282
												","439,000","
4 bds
2 ba
2,143 sqft
",Tempe,AZ,,
1142,"3331 Ricci Ln, Irving, TX 75062
												","439,000","
3 bds
3 ba
3,036 sqft
",Irving,TX,,
1143,"5454 Zelzah Ave APT 209, Los Angeles, CA 91316","435,000","2 bds2 ba1,234 sqft",Los Angeles,CA,,
1144,"8570 Via Mallorca UNIT F, La Jolla, CA
													92037","435,000","
1 bd
1 ba
691 sqft
",San Diego,CA,,
1145,"5608 S Ireland St, Centennial, CO 80015
												","430,000","
4 bds
3 ba
1,552 sqft
",Centennial,CO,,
1146,"7261 S Colorado Ct, Centennial, CO 80122
												","430,000","
4 bds
3 ba
1,752 sqft
",Centennial,CO,,
1147,"1343 S Lambert St, Philadelphia, PA
												","429,900","
3 bds
3 ba
1,900 sqft
",Philadelphia,PA,,
1148,"110 Quitman St, Denver, CO 80219
												","429,900","
6 bds
2 ba
1,902 sqft
",Denver,CO,,
1149,"15263 Maturin Dr UNIT 12, San Diego, CA
													92127","429,000","
2 bds
2 ba
949 sqft
",San Diego,CA,,
1150,"3836 Santiago Dr, Plano, TX 75023
												","429,000","
4 bds
3 ba
2,459 sqft
",Plano,TX,,
1151,"10 Rockford Rd, Wilmington, DE 19806
												","429,000","
4 bds
3 ba
2,150 sqft
",Wilmington,DE,,
1152,"23523 Woodlawn Rdg, San Antonio, TX
													78259","427,000","
4 bds
4 ba
3,250 sqft
",San Antonio,TX,,
1153,"6405 Middleham Pl, Austin, TX 78745","425,000","4 bds3 ba1,618 sqft",Austin,TX,,
1154,"2635 S Patton Ct, Denver, CO 80219
												","425,000","
3 bds
1 ba
1,988 sqft
",Denver,CO,,
1155,"5776 Robbie Rd, Plano, TX 75024
												","425,000","
2 bds
3 ba
1,681 sqft
",Plano,TX,,
1156,"3010 E Abram St, Arlington, TX 76010
												","425,000","
Studio
2 ba
2,500 sqft
",Arlington,TX,,
1157,"1121 Greenway Dr, Richardson, TX 75080
												","425,000","
5 bds
3 ba
2,568 sqft
",Richardson,TX,,
1158,"1318 Huntington Dr, Richardson, TX 75080
												","425,000","
4 bds
2.1 ba
2,264 sqft
",Richardson,TX,,
1159,"109 Bellant Cir, Wilmington, DE 19807
												","425,000","
3 bds
3 ba
3,600 sqft
",Wilmington,DE,,
1160,"2010 Prairie Ave, Downers Grove, IL
													60515","425,000","
4 bds
3 ba
1,836 sqft
",Downers Grove,IL,,
1161,"218 Webster Ave #1, Jersey City, NJ
													07307","420,500","
3 bds
2 ba
1,350 sqft
",Jersey City,NJ,,
1162,"2862 S Vrain St, Denver, CO 80236
												","420,000","
5 bds
2 ba
2,294 sqft
",Denver,CO,,
1163,"8010 Belchase Way, Arlington, TX 76001
												","420,000","
3 bds
3 ba
3,015 sqft
",Arlington,TX,,
1164,"1011 Park Pl, Wilmington, DE 19806
												","420,000","
Studio
-- ba
3,450 sqft
",Wilmington,DE,,
1165,"3608 Patty Ln, Arlington, TX 76016
												","419,900","
4 bds
4 ba
3,118 sqft
",Arlington,TX,,
1166,"1127 E Fairmont Dr, Tempe, AZ 85282
												","419,000","
3 bds
2 ba
1,754 sqft
",Tempe,AZ,,
1167,"1407 W Arapahoe Ave, Salt Lake City, UT
													84104","419,000","
4 bds
3 ba
2,820 sqft
",Salt Lake City,UT,,
1168,"806 Ridgedale Dr, Richardson, TX 75080
												","419,000","
3 bds
3 ba
1,910 sqft
",Richardson,TX,,
1169,"Sandpiper Plan, Loyola","418,990","2 bds2 ba1,531 sqft",Austin,TX,,
1170,"B2-A Plan, Little Ford South Congress","418,800","2 bds2 ba1,111 sqft",Austin,TX,,
1171,"8808 Cattle Baron Path, Austin, TX 78747","415,000","4 bds3 ba2,788 sqft",Austin,TX,,
1172,"2706 Church Wood Dr, Houston, TX 77082","415,000","3 bds4 ba2,330 sqft",Houston,TX,,
1173,"896 King St, Denver, CO 80204","415,000","
3 bds
2 ba
1,072 sqft
",Denver,CO,,
1174,"5605 Tribune Way, Plano, TX 75094
												","415,000","
5 bds
4 ba
3,515 sqft
",Plano,TX,,
1175,"631 E Julie Dr, Tempe, AZ 85283
												","415,000","
3 bds
2 ba
1,612 sqft
",Tempe,AZ,,
1176,"1517 White Squall Trl, Arlington, TX
													76005","415,000","
4 bds
3 ba
2,589 sqft
",Arlington,TX,,
1177,"2600 Millwood Dr, Richardson, TX 75082
												","415,000","
4 bds
3 ba
3,029 sqft
",Richardson,TX,,
1178,"4709 Middaugh Ave, Downers Grove, IL
													60515","415,000","
3 bds
3 ba
1,780 sqft
",Downers Grove,IL,,
1179,"2941 C St UNIT 464, San Diego, CA 92102
												","414,000","
2 bds
2 ba
924 sqft
",San Diego,CA,,
1180,"1440 Little Raven St APT 201, Denver, CO
													80202","410,000","
1 bd
1 ba
844 sqft
",Denver,CO,,
1181,"515 W 6th St, Tempe, AZ 85281","410,000","
2 bds
2.5 ba
1,677 sqft
",Tempe,AZ,,
1182,"488 E Ocean Blvd UNIT 806, Long Beach,
													CA 90802","410,000","
1 bd
1 ba
680 sqft
",Long Beach,CA,,
1183,"919 Teakwood Dr, Richardson, TX 75080
												","410,000","
3 bds
3 ba
1,860 sqft
",Richardson,TX,,
1184,"4414 Laney Ct, Richardson, TX 75082
												","409,900","
5 bds
4 ba
2,946 sqft
",Richardson,TX,,
1185,"377 Palm Ave APT 201, Oakland, CA 94610
												","409,000","
1 bd
1 ba
550 sqft
",Oakland,CA,,
1186,"Alexander Plan, Legends Crossing
												","405,990","
3 bds
3 ba
1,878 sqft
",Irving,TX,,
1187,"3940 W Dickens Ave, Chicago, IL 60647","405,000","3 bds2 ba2,000 sqft",Chicago,IL,,
1188,"7118 S Vine Cir E #E, Littleton, CO
													80122","405,000","
3 bds
2 ba
2,080 sqft
",Centennial,CO,,
1189,"7118 S Vine Cir UNIT E, Littleton, CO
													80122","405,000","
3 bds
3 ba
2,080 sqft
",Centennial,CO,,
